row_id,itemid,label,abbreviation,linksto
2759,225706,insertion kit used (cvl),insertion kit used (cvl),chartevents
2760,225580,is alternative vascular access present (cvl),is alternative vascular access (cvl),chartevents
2761,225700,immediate complications (cvl),immediate complications (cvl),chartevents
2762,225707,central line ordered on poe,central line ordered on poe,chartevents
2763,227813,medication bolus - adjunctive pain management,medication bolus,chartevents
2764,225486,hand cleansing prior to procedure (thcen),hand cleansing prior to procedure (thcen),chartevents
2765,225489,site cleansed with chloraprep (thcen),site cleansed with chloraprep (thcen),chartevents
2766,224506,conscious sedation (thcen),conscious sedation (thcen),chartevents
2767,225488,follow-up x-ray ordered (thcen),follow-up x-ray ordered (thcen),chartevents
2768,226009,dressing applied and dated (thcen),dressing applied and dated (thcen),chartevents
2769,228094,the attending/supervisor is the clinician operator (thcen),the attending/supervisor (thcen),chartevents
2770,228095,i was present during the above procedure and agree with the checklist (thcen),i was present during the above procedure (thcen),chartevents
2771,225485,insertion kit used (thcen),insertion kit used (thcen),chartevents
2772,225989,pericardial drain aspiration,pericardial drain aspiration,chartevents
2773,225990,pericardial drain flush,pericardial drain flush,chartevents
2774,225414,home without services,home without services,chartevents
2775,228276,fm prognosis reviewed,fm prognosis reviewed,chartevents
2776,228261,fm cm consult,fm cm consult,chartevents
2777,228267,fm discord noted,fm discord noted,chartevents
2778,228271,fm intepreter present,fm intepreter present,chartevents
2779,228283,fm sx controlled,fm sx controlled,chartevents
2780,228263,fm concerns elicited,fm concerns elicited,chartevents
2781,228264,fm condition rev,fm condition rev,chartevents
2782,228260,fm pt preferences,fm pt preferences,chartevents
2783,228265,fm prehuddle,fm prehuddle,chartevents
2784,228268,fm dx reviewed,fm dx reviewed,chartevents
2785,228279,fm spirit/cultural,fm spirit/cultural,chartevents
2786,228282,fm sw consult,fm sw consult,chartevents
2787,228273,fm measures,fm measures,chartevents
2788,228270,fm icu-hosp duration,fm icu-hosp duration,chartevents
2789,228277,fm pt present,fm pt present,chartevents
2790,228285,fm tx/goals,fm tx/goals,chartevents
2791,224490,site cleansed with chloraprep(tm) (lp),site cleansed with chloraprep(tm) (lp),chartevents
2792,225601,hand cleansing prior to procedure (lp),hand cleansing prior to procedure (lp),chartevents
2793,226014,dressing applied and dated (lp),dressing applied and dated (lp),chartevents
2794,225599,insertion kit used (lp),insertion kit used (lp),chartevents
2795,228079,i was present during the above procedure and agree with the checklist (lp),i was present during the above procedure (lp),chartevents
2796,228078,the attending/supervisor is the clinician operator (lp),the attending/supervisor (lp),chartevents
2797,225108,tobacco use,tobacco use,chartevents
2798,225124,unintentional weight loss >10 lbs.,unintentional weight loss >10 lbs.,chartevents
2799,225126,dialysis patient,dialysis patient,chartevents
2800,229685,vaulables checklist,valuables checklist,chartevents
2801,225076,emotional / physical / sexual harm by partner or close relation,emotional / physical / sexual harm,chartevents
2802,225085,post menopausal,post menopausal,chartevents
2803,225094,history of slips / falls,history of slips / falls,chartevents
2804,225105,unable to assess habits,unable to assess habits,chartevents
2805,225070,unable to assess psychological,unable to assess psychological,chartevents
2806,225078,social work consult,social work consult,chartevents
2807,225118,difficulty swallowing,difficulty swallowing,chartevents
2808,225113,currently experiencing pain,currently experiencing pain,chartevents
2809,225122,special diet,special diet,chartevents
2810,225103,intravenous  / iv access prior to admission,intravenous  / iv access prior to admission,chartevents
2811,225112,unable to assess pain,unable to assess pain,chartevents
2812,228236,insulin pump,insulin pump,chartevents
2813,228649,pressure ulcer present,pressure ulcer present,chartevents
2814,228648,home tf,home tf,chartevents
2815,225086,unable to assess cognitive / perceptual,unable to assess cognitive / perceptual,chartevents
2816,225082,pregnant,pregnant,chartevents
2817,225129,unable to assess teaching / learning needs,unable to assess teaching / learning needs,chartevents
2818,225092,self adl,self adl,chartevents
2819,225074,any fear in relationships,any fear in relationships,chartevents
2820,225106,etoh,etoh,chartevents
2821,225091,unable to assess activity / mobility,unable to assess activity / mobility,chartevents
2822,225110,recreational drug use,recreational drug use,chartevents
2823,225117,unable to assess nutrition / education,unable to assess nutrition / education,chartevents
2824,226180,sexuality / reproductive problems,sexuality / reproductive problems,chartevents
2825,225067,is the spokesperson the health care proxy,is the spokesperson the health care proxy,chartevents
2826,225133,discharge needs,discharge needs,chartevents
2827,225087,visual / hearing deficit,visual / hearing deficit,chartevents
2828,225175,see chart for initial patient assessment,see chart for initial patient assessment,chartevents
2829,229433,systems reviewed,systems reviewed,chartevents
2830,229838,other labs reviewed in omr,other labs reviewed in omr,chartevents
2831,229448,see emar for meds,see emar for meds,chartevents
2832,229839,other micro / path reviewed in omr,other micro / path reviewed in omr,chartevents
2833,228719,vented,vented,chartevents
2834,229434,unable to obtain,unable to obtain,chartevents
2835,229837,other imaging reviewed in omr,other imaging reviewed in omr,chartevents
2836,229417,myicu reviewed,my icu reviewed,chartevents
2837,229464,discussed on rounds,discussed on rounds,chartevents
2838,228491,clinical operator (gen proc),clinical operator (gen proc),chartevents
2839,228492,present and agree (gen proc),present and agree (gen proc),chartevents
2840,224604,thermodilution (pa line),thermodilution (pa line),chartevents
2841,228124,i was present during the above procedure and agree with the checklist (pa line),i was present for procedure (pa line),chartevents
2842,225647,pa line ordered on poe,pa line ordered on poe,chartevents
2843,225607,hand cleansing prior to procedure (pa line),hand cleansing prior (pa line),chartevents
2844,225648,follow-up x-rayordered (pa line),follow-up x-ray ordered (pa line),chartevents
2845,225646,transparent dressing applied and dated (pa line),transparent dressing applied  (pa line),chartevents
2846,225608,insertion kit used (pa line),insertion kit used (pa line),chartevents
2847,226162,sterile field maintained throughout procedure (pa line),sterile field through procedure (paline),chartevents
2848,225609,site cleaned with chloraprep(tm) (pa line),site cleaned chloraprep(tm) (pa line),chartevents
2849,224605,fick (pa line),fick (pa line),chartevents
2850,228123,the attending/supervisor is the clinical operator (pa line),the attending/supervisor (pa line),chartevents
2851,229865,no pressure injury present,no pressure injury present,chartevents
2852,224927,impaired skin odor #6,odor #6,chartevents
2853,224929,impaired skin odor #8,odor #8,chartevents
2854,228776,pressure ulcer #4- odor,pressure ulcer #4- odor,chartevents
2855,224928,impaired skin odor #7,odor #7,chartevents
2856,228778,pressure ulcer #6- odor,pressure ulcer #6- odor,chartevents
2857,228782,pressure ulcer #10- odor,pressure ulcer #10- odor,chartevents
2858,228779,pressure ulcer #7- odor,pressure ulcer #7- odor,chartevents
2859,224924,impaired skin odor #3,odor #3,chartevents
2860,228777,pressure ulcer #5- odor,pressure ulcer #5- odor,chartevents
2861,228775,pressure ulcer #3- odor,pressure ulcer #3- odor,chartevents
2862,227604,impaired skin odor #9,odor #9,chartevents
2863,224564,impaired skin odor #1,odor #1,chartevents
2864,224925,impaired skin odor #4,odor #4,chartevents
2865,228780,pressure ulcer #8- odor,pressure ulcer #8- odor,chartevents
2866,227605,impaired skin odor #10,odor #10,chartevents
2867,228781,pressure ulcer #9- odor,pressure ulcer #9- odor,chartevents
2868,228774,pressure ulcer #2- odor,pressure ulcer #2- odor,chartevents
2869,224926,impaired skin odor #5,odor #5,chartevents
2870,224923,impaired skin odor #2,odor #2,chartevents
2871,228773,pressure ulcer #1- odor,pressure ulcer #1- odor,chartevents
2872,228322,pc interpreter present,pc interpreter present,chartevents
2873,226748,apacheii-renal failure,apacheii-renal failure,chartevents
2874,227056,thrombolytic therapy,thrombolytic therapy,chartevents
2875,227061,ventilated at any time during icu day 1,ventilated at any time during icu day 1,chartevents
2876,225790,site cleaned with chloraprep(tm) (picc),site cleaned with chloraprep(tm) (picc),chartevents
2877,225289,attending/supervisor is clinician operator (picc),attending/supervisor is clinician operator (picc),chartevents
2878,225287,transparent dressing applied and dated (picc),transparent dressing applied (picc),chartevents
2879,225689,insertion kit used (picc line),insertion kit used (picc line),chartevents
2880,225708,immediate complications (picc),immediate complications (picc),chartevents
2881,225283,hand cleansing prior to procedure (picc),hand cleansing prior to procedure (picc),chartevents
2882,228050,i was present during the above procedure and agree with the checklist (picc),i was present during the procedure (picc),chartevents
2883,225288,follow-up x-ray ordered (picc),follow-up x-ray ordered (picc),chartevents
2884,225284,picc ordered on poe,picc ordered on poe,chartevents
2885,226161,sterile field maintained throughout procedure (picc),sterile field throughout procedure (picc),chartevents
2886,228049,attending/supervisor is the clinical operator (picc)_new,attending/supervisor is clinical operator (picc)_n,chartevents
2887,225290,present during key moments and agree with checklist (picc),present during procedure/agree w/ checklist (picc),chartevents
2888,228233,par-remain sedated,par-remain sedated,chartevents
2889,229862,forehead spo2 sensor in place,forehead spo2 sensor in place,chartevents
2890,229863,forehead sensor position changed,forehead sensor position changed,chartevents
2891,228111,readmission,readmission,chartevents
2892,226997,arf,arf,chartevents
2893,226750,chronic dilaysis,chronic dilaysis,chartevents
2894,227007,diabetes,diabetes,chartevents
2895,227002,cabg patient,cabg patient,chartevents
2896,227060,use a-ado2,use a-ado2,chartevents
2897,227021,intubated_apacheiv,intubated_apacheiv,chartevents
2898,225771,sheath zero/calibrate,sheath zero/calibrate,chartevents
2899,227350,cordis/introducer dressing occlusive,cordis/introducer dressing occlusive,chartevents
2900,228212,tandem heart access line pump housing checked,tandem heart access line pump housing checked,chartevents
2901,227359,tunneled (hickman) dressing occlusive,tunneled (hickman) dressing occlusive,chartevents
2902,225727,iabp line tip cultured,iabp line tip cultured,chartevents
2903,226120,triple introducer placed in outside facility,triple introducer placed in outside facility,chartevents
2904,227354,triple introducer dressing occlusive,triple introducer dressing occlusive,chartevents
2905,227355,iabp dressing occlusive,iabp dressing occlusive,chartevents
2906,228208,tandem heart access line dressing occlusive,tandem heart access line dressing occlusive_201612,chartevents
2907,226121,tunneled (hickman) placed in outside facility,tunneled (hickman) placed in outside facility,chartevents
2908,227419,presep catheter dressing occlusive,presep catheter dressing occlusive,chartevents
2909,226110,iabp placed in outside facility,iabp placed in outside facility,chartevents
2910,227418,midline dressing occlusive,midline dressing occlusive,chartevents
2911,229475,indwelling port (portacath) power port,indwelling port (portacath) power port,chartevents
2912,229476,picc line power picc,picc line power picc,chartevents
2913,226112,midline placed in outside facility,midline placed in outside facility,chartevents
2914,228219,tandem heart return cannula dressing occlusive,tandem heart return cannula dressing occlusive_201,chartevents
2915,228222,tandem heart return cannula migration,tandem heart return cannula migration,chartevents
2916,228163,impella catheter repositioned,impella catheter repositioned,chartevents
2917,225728,midline tip cultured,midline tip cultured,chartevents
2918,227727,ava line placed in outside facility,ava line placed in outside facility,chartevents
2919,228213,tandem heart access line repositioned,tandem heart access line repositioned,chartevents
2920,225722,arterial line tip cultured,arterial line tip cultured,chartevents
2921,225735,trauma line tip cultured,trauma line tip cultured,chartevents
2922,227363,icp line dressing occlusive,icp line dressing occlusive,chartevents
2923,225724,cordis/introducer line tip cultured,cordis/introducer line tip cultured,chartevents
2924,229880,picc biopatch,picc biopatch,chartevents
2925,229881,dialysis/pheresis biopatch,dialysis/pheresis biopatch,chartevents
2926,225228,cco pac zero/calibrate,cco pac zero/calibrate,chartevents
2927,225736,triple introducer line tip cultured,triple introducer line tip cultured,chartevents
2928,226134,icp line zero/calibrate,icp line zero/calibrate,chartevents
2929,225358,pa catheter zero/calibrate,pa catheter zero/calibrate,chartevents
2930,225768,sheath line tip cultured,sheath line tip cultured,chartevents
2931,226129,icp line placed in outside facility,icp line placed in outside facility,chartevents
2932,227352,cco pac dressing occlusive,cco pac dressing occlusive,chartevents
2933,225725,dialysis catheter tip cultured,dialysis catheter tip cultured,chartevents
2934,227360,indwelling port (portacath) dressing occlusive,indwelling port (portacath) dressing occlusive_201,chartevents
2935,225342,iabp zero/calibrate,iabp zero/calibrate,chartevents
2936,225210,arterial line zero/calibrate,arterial line zero/calibrate,chartevents
2937,225398,triple introducer zero/calibrate,triple introducer zero/calibrate,chartevents
2938,225733,indwelling port (portacath) line tip cultured,indwelling port (portacath) line tip cultured_2016,chartevents
2939,226118,dialysis catheter placed in outside facility,dialysis cath placed in outside facility,chartevents
2940,225723,cco pac line tip cultured,cco pac line tip cultured,chartevents
2941,225206,multi lumen zero/calibrate,multi lumen zero/calibrate,chartevents
2942,225730,pa catheter line tip cultured,pa catheter line tip cultured,chartevents
2943,226113,multi lumen placed in outside facility,multi lumen placed in outside facility,chartevents
2944,226116,presep catheter placed in outside facility,presep catheter placed in outside facility,chartevents
2945,226131,icp line tip cultured,icp line tip cultured,chartevents
2946,226107,arterial line placed in outside facility,arterial line placed in outside facility,chartevents
2947,229539,icp - camino marked,icp - camino marked,chartevents
2948,229882,cvl biopatch,cvl biopatch,chartevents
2949,227358,picc line dressing occlusive,picc line dressing occlusive,chartevents
2950,228167,impella dressing occlusive,impella dressing occlusive,chartevents
2951,227353,trauma line dressing occlusive,trauma line dressing occlusive,chartevents
2952,225734,presep catheter line tip cultured,presep catheter line tip cultured,chartevents
2953,226109,cordis/introducer placed in outside facility,cordis/introducer placed in outside facility,chartevents
2954,226117,sheath placed in outside facility,sheath placed in outside facility,chartevents
2955,227731,ava line zero/calibrate,ava line zero/calibrate,chartevents
2956,225389,presep catheter zero/calibrate,presep catheter zero/calibrate,chartevents
2957,225726,tunneled (hickman) line tip cultured,tunneled (hickman) line tip cultured,chartevents
2958,227293,multi lumen dressing occlusive,multi lumen dressing occlusive,chartevents
2959,229538,picc - heparin dependent,picc - heparin dependent,chartevents
2960,225732,picc line tip cultured,picc line tip cultured,chartevents
2961,227357,dialysis catheter dressing occlusive,dialysis catheter dressing occlusive,chartevents
2962,227439,indwelling port (portacath) placed in outside facility,indwelling port placed in outside facility,chartevents
2963,225981,iabp alarms activated,iabp alarms activated,chartevents
2964,226114,pa catheter placed in outside facility,pa catheter placed in outside facility,chartevents
2965,226122,pheresis catheter placed in outside facility,pheresis catheter placed in outside facility,chartevents
2966,227351,pa catheter dressing occlusive,pa catheter dressing occlusive,chartevents
2967,227356,sheath line dressing occlusive,sheath line dressing occlusive,chartevents
2968,225729,multi lumen line tip cultured,multi lumen line tip cultured,chartevents
2969,227726,ava line tip cultured,ava line tip cultured,chartevents
2970,225731,pheresis catheter line tip cultured,pheresis catheter line tip cultured,chartevents
2971,226119,trauma line placed in outside facility,trauma line placed in outside facility,chartevents
2972,227292,arterial line dressing occlusive,arterial line dressing occlusive,chartevents
2973,227362,pheresis catheter dressing occlusive,pheresis catheter dressing occlusive,chartevents
2974,227723,ava dressing occlusive,ava dressing occlusive,chartevents
2975,228224,tandem heart return cannula repositioned,tandem heart return cannula repositioned,chartevents
2976,226108,cco pac placed in outside facility,cco pac placed in outside facility,chartevents
2977,226115,picc line placed in outside facility,picc line placed in outside facility,chartevents
2978,225565,insertion kit used (a-line),insertion kit used (a-line),chartevents
2979,228028,i was present during the above procedure and agree with the chacklist (a-line),i was present during the procedure (a-line),chartevents
2980,225568,site cleaned with chloraprep(tm) (a-line),site cleaned with chloraprep(tm) (a-line),chartevents
2981,225575,arterial line ordered on poe,arterial line ordered on poe,chartevents
2982,228027,the attending /supervisor is the clinician operator (aline),the attending/supervisor (a-line),chartevents
2983,225567,hand cleansing prior to procedure (a-line),hand cleansing prior to procedure(a-line),chartevents
2984,225556,replaced previous arterial line over wire,replaced previous arterial line,chartevents
2985,226164,sterile field maintained throughout procedure (a-line),sterile field maintained (a-line),chartevents
2986,225573,transparent dressing applied and dated (a-line),transparent dressing applied (a-line),chartevents
2987,226008,arterial line sutured,arterial line sutured,chartevents
2988,228101,22 gauge placed in the field,22 gauge placed in the field,chartevents
2989,227364,ric dressing occlusive,ric dressing occlusive,chartevents
2990,226136,16 gauge placed in outside facility,16 gauge placed in outside facility,chartevents
2991,227369,22 gauge dressing occlusive,22 gauge dressing occlusive,chartevents
2992,226140,ric placed in outside facility,ric placed in outside facility,chartevents
2993,229472,24 gauge placed in outside facility,24 gauge placed in outside facility,chartevents
2994,228099,18 gauge placed in the field,18 gauge placed in the field,chartevents
2995,227365,14 gauge dressing occlusive,14 gauge dressing occlusive,chartevents
2996,228100,20 gauge placed in the field,20 gauge placed in the field,chartevents
2997,226138,20 gauge placed in outside facility,20 gauge placed in outside facility,chartevents
2998,227367,18 gauge dressing occlusive,18 gauge dressing occlusive,chartevents
2999,226139,22 gauge placed in outside facility,22 gauge placed in outside facility,chartevents
3000,229473,24 gauge placed in the field,24 gauge placed in the field,chartevents
3001,226137,18 gauge placed in outside facility,18 gauge placed in outside facility,chartevents
3002,228097,14 gauge placed in the field,14 gauge placed in the field,chartevents
3003,229470,24 gauge dressing occlusive,24 gauge dressing occlusive,chartevents
3004,227366,16 gauge dressing occlusive,16 gauge dressing occlusive,chartevents
3005,226135,14 gauge placed in outside facility,14 gauge placed in outside facility,chartevents
3006,227368,20 gauge dressing occlusive,20 gauge dressing occlusive,chartevents
3007,228098,16 gauge placed in the field,16 gauge placed in the field,chartevents
3008,224856,restraints ordered,restraints ordered,chartevents
3009,227348,low risk (25-50) interventions,low risk (25-50) interventions,chartevents
3010,230046,interpreter used,interpreter used,chartevents
3011,227349,high risk (>51) interventions,high risk (>51) interventions,chartevents
3012,224447,family meeting,family meeting,chartevents
3013,224855,patient/family informed_v1,patient/family informed_v1,chartevents
3014,225879,levofloxacin,levofloxacin,inputevents
3015,225877,isoniazid,isoniazid,inputevents
3016,229059,chloramphenicol,chloramphenicol,inputevents
3017,225871,foscarnet,foscarnet,inputevents
3018,225873,gancyclovir,gancyclovir,inputevents
3019,225848,caspofungin,caspofungin,inputevents
3020,225895,pyrazinamide,pyrazinamide,inputevents
3021,229061,ertapenem sodium (invanz),ertapenem sodium (invanz),inputevents
3022,229064,tigecycline,tigecycline,inputevents
3023,225863,daptomycin,daptomycin,inputevents
3024,229587,ceftaroline,ceftaroline,inputevents
3025,225898,rifampin,rifampin,inputevents
3026,225884,metronidazole,metronidazole,inputevents
3027,225903,valgancyclovir,valgancyclovir,inputevents
3028,225844,atovaquone,atovaquone,inputevents
3029,225855,ceftriaxone,ceftriaxone,inputevents
3030,225899,bactrim (smx/tmp),bactrim (smx/tmp),inputevents
3031,225876,imipenem/cilastatin,imipenem/cilastatin,inputevents
3032,225838,ambisome,ambisome,inputevents
3033,225842,ampicillin,ampicillin,inputevents
3034,225853,ceftazidime,ceftazidime,inputevents
3035,225900,dalfopristin/quinupristin (synercid),dalfopristin/quinupristin (synercid),inputevents
3036,225851,cefepime,cefepime,inputevents
3037,225881,linezolid,linezolid,inputevents
3038,225883,meropenem,meropenem,inputevents
3039,225893,piperacillin/tazobactam (zosyn),piperacillin/tazobactam (zosyn),inputevents
3040,225868,ethambutol,ethambutol,inputevents
3041,225885,micafungin,micafungin,inputevents
3042,225837,acyclovir,acyclovir,inputevents
3043,227691,keflex,keflex,inputevents
3044,225847,aztreonam,aztreonam,inputevents
3045,225857,chloroquine,chloroquine,inputevents
3046,225886,moxifloxacin,moxifloxacin,inputevents
3047,225882,mefloquine,mefloquine,inputevents
3048,225843,ampicillin/sulbactam (unasyn),ampicillin/sulbactam (unasyn),inputevents
3049,225890,penicillin g potassium,penicillin g potassium,inputevents
3050,225897,ribavirin,ribavirin,inputevents
3051,225888,nafcillin,nafcillin,inputevents
3052,225845,azithromycin,azithromycin,inputevents
3053,225850,cefazolin,cefazolin,inputevents
3054,225862,colistin,colistin,inputevents
3055,228003,tamiflu,tamiflu,inputevents
3056,225865,doxycycline,doxycycline,inputevents
3057,225905,voriconazole,voriconazole,inputevents
3058,225889,oxacillin,oxacillin,inputevents
3059,225896,quinine,quinine,inputevents
3060,225869,fluconazole,fluconazole,inputevents
3061,225860,clindamycin,clindamycin,inputevents
3062,225859,ciprofloxacin,ciprofloxacin,inputevents
3063,225866,erythromycin,erythromycin,inputevents
3064,225892,piperacillin,piperacillin,inputevents
3065,222168,propofol,propofol,inputevents
3066,225147,argatroban,argatroban,inputevents
3067,225833,thiamine,thiamine,inputevents
3068,225942,fentanyl (concentrate),fentanyl (concentrate),inputevents
3069,227529,acd-a citrate (1000ml),acd-a citrate (1000ml),inputevents
3070,229233,rocuronium,rocuronium,inputevents
3071,221668,midazolam (versed),midazolam (versed),inputevents
3072,227522,kcl (bolus),kcl (bolus),inputevents
3073,227535,vitamin k (phytonadione),vitamin k (phytonadione),inputevents
3074,225154,morphine sulfate,morphine sulfate,inputevents
3075,225835,na phos,na phos,inputevents
3076,223260,insulin - glargine,insulin - glargine,inputevents
3077,227531,mannitol,mannitol,inputevents
3078,221429,esmolol,esmolol,inputevents
3079,225151,eptifibatide (integrilin),eptifibatide (integrilin),inputevents
3080,225834,k phos,k phos,inputevents
3081,223259,insulin - nph,insulin - nph,inputevents
3082,229617,epinephrine.,epinephrine.,inputevents
3083,229058,aminocaproic acid (amicar),aminocaproic acid (amicar),inputevents
3084,229616,ondansetron (zofran),ondansetron (zofran),inputevents
3085,229072,ketorolac (toradol),ketorolac (toradol),inputevents
3086,221261,abciximab (reopro),abciximab (reopro),inputevents
3087,225148,bivalirudin (angiomax),bivalirudin (angiomax),inputevents
3088,225153,labetalol,labetalol,inputevents
3089,225157,tirofiban (aggrastat),tirofiban (aggrastat),inputevents
3090,225973,meperidine (demerol),meperidine (demerol),inputevents
3091,229420,dexmedetomidine (precedex),dexmedetomidine (precedex),inputevents
3092,223258,insulin - regular,insulin - regular,inputevents
3093,225167,hydrochloric acid - hcl,hydrochloric acid - hcl,inputevents
3094,229709,angiotensin ii (giapreza),angiotensin ii (giapreza),inputevents
3095,221342,aminophylline,aminophylline,inputevents
3096,222062,vecuronium,vecuronium,inputevents
3097,221347,amiodarone,amiodarone,inputevents
3098,228317,calcium gluconate (bolus)_old_1,calcium gluconate (bolus)_old_1,inputevents
3099,229619,insulin - u500,insulin - u500,inputevents
3100,220995,sodium bicarbonate 8.4%,sodium bicarbonate 8.4%,inputevents
3101,227690,fosphenytoin,fosphenytoin,inputevents
3102,221662,dopamine,dopamine,inputevents
3103,222315,vasopressin,vasopressin,inputevents
3104,223261,insulin - humalog 75/25,insulin - humalog 75/25,inputevents
3105,225156,pentobarbital,pentobarbital,inputevents
3106,225913,coumadin (warfarin),coumadin (warfarin),inputevents
3107,227523,magnesium sulfate (bolus),magnesium sulfate (bolus),inputevents
3108,221689,drotrecogin (xigris),drotrecogin (xigris),inputevents
3109,227524,magnesium sulfate (ob-gyn),magnesium sulfate (ob-gyn),inputevents
3110,221393,atropine,atropine,inputevents
3111,221653,dobutamine,dobutamine,inputevents
3112,229249,aminocaproic acid (amicar),aminocaproic acid (amicar),inputevents
3113,229057,acetylcysteine,acetylcysteine,inputevents
3114,229068,protamine sulfate,protamine sulfate,inputevents
3115,229630,phenylephrine (50/250),phenylephrine (50/250),inputevents
3116,222037,nesiritide,nesiritide,inputevents
3117,222051,nitroprusside,nitroprusside,inputevents
3118,225911,ranitidine (prophylaxis),ranitidine (prophylaxis),inputevents
3119,227528,acd-a citrate (500ml),acd-a citrate (500ml),inputevents
3120,229764,angiotensin ii (giapreza),angiotensin ii (giapreza),inputevents
3121,221712,ketamine,ketamine,inputevents
3122,225152,heparin sodium,heparin sodium,inputevents
3123,222011,magnesium sulfate,magnesium sulfate,inputevents
3124,227694,omeprazole (prilosec),omeprazole (prilosec),inputevents
3125,229781,bivalirudin (angiomax) (impella),bivalirudin (angiomax) (impella),inputevents
3126,223257,insulin - 70/30,insulin - 70/30,inputevents
3127,229654,amiodarone 450/250,amiodarone 450/250,inputevents
3128,221468,diltiazem,diltiazem,inputevents
3129,223262,insulin - humalog,insulin - humalog,inputevents
3130,225910,pantoprazole (protonix),pantoprazole (protonix),inputevents
3131,225972,fentanyl (push),fentanyl (push),inputevents
3132,230044,heparin sodium (crrt-prefilter),heparin sodium (crrt-prefilter),inputevents
3133,222021,naloxone (narcan),naloxone (narcan),inputevents
3134,229063,pamidronate,pamidronate,inputevents
3135,228315,acetaminophen-iv,acetaminophen-iv,inputevents
3136,229071,neostigmine (prostigmin),neostigmine (prostigmin),inputevents
3137,229299,insulin - novolog,insulin - novolog,inputevents
3138,229640,calcium gluconate (bolus),calcium gluconate (bolus),inputevents
3139,221906,norepinephrine,norepinephrine,inputevents
3140,227536,kcl (crrt),kcl (crrt),inputevents
3141,221824,haloperidol (haldol),haloperidol (haldol),inputevents
3142,227526,citrate,citrate,inputevents
3143,229597,heparin sodium (impella),heparin sodium (impella),inputevents
3144,221289,epinephrine,epinephrine,inputevents
3145,221319,alteplase (tpa),alteplase (tpa),inputevents
3146,225832,folic acid,folic acid,inputevents
3147,221385,lorazepam (ativan),lorazepam (ativan),inputevents
3148,229070,glycopyrolate (robinul),glycopyrolate (robinul),inputevents
3149,229639,bumetanide (bumex),bumetanide (bumex),inputevents
3150,221744,fentanyl,fentanyl,inputevents
3151,221892,lepirudin,lepirudin,inputevents
3152,222042,nicardipine,nicardipine,inputevents
3153,227525,calcium gluconate (crrt),calcium gluconate (crrt),inputevents
3154,225909,lansoprazole (prevacid),lansoprazole (prevacid),inputevents
3155,229066,treprostinil (remodulin),treprostinil (remodulin),inputevents
3156,229069,digoxin (lanoxin),digoxin (lanoxin),inputevents
3157,229234,clevidipine (cleviprex),clevidipine (cleviprex),inputevents
3158,221623,diazepam (valium),diazepam (valium),inputevents
3159,227692,isuprel,isuprel,inputevents
3160,229631,phenylephrine (200/250)_old_1,phenylephrine (200/250)_old_1,inputevents
3161,221555,cisatracurium,cisatracurium,inputevents
3162,221794,furosemide (lasix),furosemide (lasix),inputevents
3163,229760,epoprostenol (veletri),epoprostenol (veletri),inputevents
3164,230034,amiodarone 150/100,amiodarone 150/100,inputevents
3165,225155,octreotide,octreotide,inputevents
3166,228316,levetiracetam (keppra),levetiracetam (keppra),inputevents
3167,221749,phenylephrine,phenylephrine,inputevents
3168,221833,hydromorphone (dilaudid),hydromorphone (dilaudid),inputevents
3169,225908,fondaparinux,fondaparinux,inputevents
3170,227520,methadone hydrochloride,methadone hydrochloride,inputevents
3171,221282,adenosine,adenosine,inputevents
3172,229624,nicardipine 40mg/200,nicardipine 40mg/200,inputevents
3173,222056,nitroglycerin,nitroglycerin,inputevents
3174,225912,carafate (sucralfate),carafate (sucralfate),inputevents
3175,228339,amiodarone 600/500,amiodarone 600/500,inputevents
3176,221986,milrinone,milrinone,inputevents
3177,225166,potassium chloride,potassium chloride - kcl,inputevents
3178,228340,furosemide (lasix) 250/50,furosemide (lasix) 250/50,inputevents
3179,229062,mycophenolate mofetil (cellcept),mycophenolate mofetil (cellcept),inputevents
3180,221828,hydralazine,hydralazine,inputevents
3181,225906,enoxaparin (lovenox),enoxaparin (lovenox),inputevents
3182,225975,heparin sodium (prophylaxis),heparin sodium (prophylaxis),inputevents
3183,229618,calcium chloride,calcium chloride,inputevents
3184,221456,calcium gluconate,calcium gluconate,inputevents
3185,225907,famotidine (pepcid),famotidine (pepcid),inputevents
3186,225974,metoprolol,metoprolol,inputevents
3187,222318,verapamil,verapamil,inputevents
3188,227689,dilantin,dilantin,inputevents
3189,229615,esomeprazole (nexium),esomeprazole (nexium),inputevents
3190,229861,sodium acetate.,sodium acetate.,inputevents
3191,229632,phenylephrine (200/250),phenylephrine (200/250),inputevents
3192,227534,cyclosporine,cyclosporine,inputevents
3193,225150,dexmedetomidine (precedex),dexmedetomidine (precedex),inputevents
3194,226089,piggyback,piggyback,inputevents
3195,220950,dextrose 10%,dextrose 10%,inputevents
3196,225828,lr,lr,inputevents
3197,220952,dextrose 50%,dextrose 50%,inputevents
3198,226403,gu irrigant - amphotericin b,gu irrigant - amphotericin b,inputevents
3199,228142,dextrose 40%,dextrose 40%,inputevents
3200,225797,free water,free water,inputevents
3201,225163,prismasate k4,prismasate k4,inputevents
3202,225941,d5 1/4ns,d5 1/4ns,inputevents
3203,225164,trisodium citrate 0.4%,trisodium citrate 0.4%,inputevents
3204,225158,nacl 0.9%,nacl 0.9%,inputevents
3205,228341,nacl 23.4%,nacl 23.4%,inputevents
3206,225165,bicarbonate base,bicarbonate base,inputevents
